date,bike_rides_daily,temp,month,season,start_station_name,value,rideable_type,ride_duration
2022-11-18,313.0,4.5,11,fall,Ocean Pkwy & Church Ave,1,classic_bike,16
2022-11-19,251.0,2.8,11,fall,11 Ave & W 41 St,1,classic_bike,15
2022-11-20,190.0,2.7,11,fall,E 10 St & Avenue A,1,electric_bike,3
2022-11-21,242.0,1.1,11,fall,Monroe St & Bedford Ave,1,classic_bike,26
2022-11-22,336.0,6.6,11,fall,3 Ave & E 62 St,1,electric_bike,15
2022-11-23,354.0,9.4,11,fall,Schermerhorn St & Hoyt St,1,electric_bike,20
2022-11-24,139.0,8.1,11,fall,Atlantic Ave & Furman St,1,classic_bike,36
2022-11-25,195.0,10.0,11,fall,Murray St & West St,1,electric_bike,16
2022-11-26,259.0,9.3,11,fall,W 84 St & Broadway,1,classic_bike,15
2022-11-27,151.0,10.7,11,fall,E 2 St & Avenue A,1,electric_bike,21
2022-11-28,298.0,12.2,11,fall,7 Ave & Central Park South,1,classic_bike,7
2022-11-29,346.0,5.4,11,fall,31 St & Newtown Ave,1,classic_bike,8
2022-11-30,264.0,8.4,11,fall,11 Ave & W 41 St,1,electric_bike,19
2022-12-01,451.0,5.7,12,winter,Broadway & W 51 St,1,classic_bike,13
2022-12-02,460.0,3.4,12,winter,Lafayette St & E 8 St,1,classic_bike,11
2022-12-03,287.0,10.6,12,winter,48 St & Broadway,1,electric_bike,7
2022-12-04,387.0,7.0,12,winter,West St & Chambers St,1,classic_bike,23
2022-12-05,452.0,5.4,12,winter,28 St & 41 Ave,1,electric_bike,4
2022-12-06,347.0,9.3,12,winter,E 40 St & Park Ave,1,electric_bike,14
2022-12-07,455.0,13.8,12,winter,West St & Chambers St,1,electric_bike,15
2022-12-08,560.0,11.6,12,winter,E 39 St & Lexington Ave,1,classic_bike,12
2022-12-09,490.0,5.3,12,winter,W 15 St & 6 Ave,1,classic_bike,4
2022-12-10,384.0,2.2,12,winter,Greenwich Ave & 8 Ave,1,electric_bike,8
2022-12-11,202.0,3.4,12,winter,Irving Ave & Harman St,1,classic_bike,5
2022-12-12,392.0,1.6,12,winter,W 15 St & 6 Ave,1,electric_bike,12
2022-12-13,428.0,0.3,12,winter,West St & Chambers St,1,classic_bike,7
2022-12-14,371.0,1.7,12,winter,Broadway & W 51 St,1,electric_bike,7
2022-12-15,280.0,2.7,12,winter,W 31 St & 7 Ave,1,classic_bike,10
2022-12-16,179.0,6.2,12,winter,E 17 St & 2 Ave,1,classic_bike,6
2022-12-17,342.0,5.0,12,winter,W 37 St & 10 Ave,1,electric_bike,9
2022-12-18,321.0,3.1,12,winter,Bleecker St & Crosby St,1,electric_bike,21
2022-12-19,357.0,1.7,12,winter,E 2 St & Avenue B,1,electric_bike,2
2022-12-20,400.0,1.9,12,winter,E 27 St & Park Ave S,1,electric_bike,11
2022-12-21,364.0,1.0,12,winter,E 68 St & 3 Ave,1,electric_bike,13
2022-12-22,232.0,3.8,12,winter,W 129 St & Convent Ave,1,electric_bike,2
2022-12-23,162.0,7.5,12,winter,E 89 St & York Ave,1,electric_bike,7
2022-12-24,72.0,-11.7,12,winter,Broadway & E 19 St,1,electric_bike,8
2022-12-25,57.0,-6.9,12,winter,Degraw St & Hoyt St,1,electric_bike,6
2022-12-26,127.0,-4.7,12,winter,E 170 St & Webster Ave,1,electric_bike,6
2022-12-27,200.0,-0.7,12,winter,W 15 St & 6 Ave,1,classic_bike,13
2022-12-28,290.0,3.4,12,winter,W 27 St & 7 Ave,1,classic_bike,8
2022-12-29,335.0,6.4,12,winter,Grand Concourse & E 166 St,1,classic_bike,15
2022-12-30,378.0,9.3,12,winter,W 47 St & 9 Ave,1,electric_bike,29
2022-12-31,197.0,8.2,12,winter,35 St & 34 Ave,1,electric_bike,2
